3643616168918,1.25,big,nonLinear,2000
3643616168918,1.5,small,nonLinear,2000
3643616168918,1.5,medium,nonLinear,399
3643616168918,1.25,small,linear,2000
3643616168918,1.25,big,linear,306
3643616168918,1.25,medium,linear,400
3643616168918,1.5,big,linear,253
3643616168918,1.5,big,linear,386
3643616168918,1.5,small,linear,275
3643616168918,1.25,big,nonLinear,266
3643616168918,1.25,medium,linear,333
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,big,nonLinear,386
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,medium,nonLinear,2000
3643616168918,1.5,medium,nonLinear,373
3643616168918,1.25,big,nonLinear,319
3643616168918,1.25,small,linear,2000
3643616168918,1.5,medium,nonLinear,2000
3643616168918,1.5,medium,nonLinear,360
3643616168918,1.25,small,linear,2000
3643616168918,1.5,big,nonLinear,280
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,small,nonLinear,346
3643616168918,1.5,small,nonLinear,2000
3643616168918,1.25,medium,nonLinear,359
3643616168918,1.5,medium,linear,320
3643616168918,1.25,big,nonLinear,293
3643616168918,1.25,big,nonLinear,320
3643616168918,1.5,big,linear,359
3643616168918,1.25,small,linear,2000
3643616168918,1.25,small,linear,332
3643616168918,1.25,small,linear,373
3643616168918,1.25,big,nonLinear,2000
3643616168918,1.5,big,nonLinear,320
3643616168918,1.25,medium,nonLinear,2000
3643616168918,1.25,big,linear,320
3643616168918,1.5,big,linear,333
3643616168918,1.5,medium,linear,360
3643616168918,1.5,medium,linear,320
3643616168918,1.5,big,linear,346
3643616168918,1.5,medium,linear,440
3643616168918,1.25,small,linear,413
3643616168918,1.5,medium,linear,293
3643616168918,1.25,medium,nonLinear,346
3643616168918,1.25,medium,nonLinear,346
3643616168918,1.5,medium,linear,359
3643616168918,1.5,medium,linear,426
3643616168918,1.5,small,linear,2000
3643616168918,1.25,small,linear,2000
3643616168918,1.5,medium,nonLinear,293
3643616168918,1.5,medium,nonLinear,413
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,small,nonLinear,2000
3643616168918,1.5,small,nonLinear,373
3643616168918,1.25,big,linear,440
3643616168918,1.5,medium,linear,520
3643616168918,1.5,medium,linear,306
3643616168918,1.5,medium,linear,320
3643616168918,1.25,small,linear,2000
3643616168918,1.5,medium,linear,320
3643616168918,1.5,medium,linear,293
3643616168918,1.25,medium,nonLinear,386
3643616168918,1.5,big,nonLinear,306
3643616168918,1.5,medium,linear,320
3643616168918,1.5,big,linear,319
3643616168918,1.5,medium,nonLinear,333
3643616168918,1.5,medium,nonLinear,306
3643616168918,1.25,small,nonLinear,493
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,big,linear,293
3643616168918,1.25,medium,linear,373
3643616168918,1.5,big,nonLinear,306
3643616168918,1.25,small,nonLinear,319
3643616168918,1.5,small,nonLinear,306
3643616168918,1.5,medium,nonLinear,266
3643616168918,1.25,medium,nonLinear,333
3643616168918,1.25,big,nonLinear,319
3643616168918,1.5,medium,nonLinear,293
3643616168918,1.25,medium,nonLinear,292
3643616168918,1.5,small,linear,2000
3643616168918,1.5,big,linear,333
3643616168918,1.5,big,linear,400
3643616168918,1.5,small,nonLinear,386
3643616168918,1.5,small,nonLinear,386
3643616168918,1.25,medium,linear,2000
3643616168918,1.5,small,linear,292
3643616168918,1.5,small,linear,400
3643616168918,1.25,big,linear,333
3643616168918,1.5,small,linear,400
3643616168918,1.5,medium,nonLinear,2000
3643616168918,1.25,medium,nonLinear,387
3643616168918,1.5,big,nonLinear,360
3643616168918,1.25,small,linear,2000
3643616168918,1.5,small,linear,426
3643616168918,1.25,big,nonLinear,373
3643616168918,1.5,small,nonLinear,2000
3643616168918,1.25,small,linear,586
3643616168918,1.5,big,linear,386
3643616168918,1.5,big,nonLinear,413
3643616168918,1.5,small,nonLinear,720
3643616168918,1.5,medium,nonLinear,360
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,big,nonLinear,332
3643616168918,1.5,big,nonLinear,359
3643616168918,1.5,big,nonLinear,413
3643616168918,1.25,big,nonLinear,2000
3643616168918,1.25,small,nonLinear,466
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,small,nonLinear,400
3643616168918,1.5,small,nonLinear,320
3643616168918,1.5,big,nonLinear,2000
3643616168918,1.25,medium,nonLinear,506
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,small,linear,2000
3643616168918,1.5,big,nonLinear,319
3643616168918,1.25,medium,linear,346
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,medium,nonLinear,333
3643616168918,1.5,big,linear,373
3643616168918,1.25,small,linear,386
3643616168918,1.5,small,linear,2000
3643616168918,1.25,medium,nonLinear,346
3643616168918,1.25,medium,nonLinear,413
3643616168918,1.25,big,nonLinear,399
3643616168918,1.25,medium,nonLinear,413
3643616168918,1.5,medium,linear,346
3643616168918,1.5,small,nonLinear,906
3643616168918,1.5,big,nonLinear,426
3643616168918,1.25,big,linear,346
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,small,nonLinear,918
3643616168918,1.5,medium,nonLinear,306
3643616168918,1.25,small,nonLinear,400
3643616168918,1.5,medium,nonLinear,359
3643616168918,1.5,small,nonLinear,305
3643616168918,1.5,small,nonLinear,2000
3643616168918,1.5,big,nonLinear,2000
3643616168918,1.5,small,nonLinear,333
3643616168918,1.25,big,linear,293
3643616168918,1.25,medium,linear,386
3643616168918,1.5,medium,linear,359
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,big,nonLinear,333
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,big,nonLinear,293
3643616168918,1.5,small,nonLinear,426
3643616168918,1.25,medium,nonLinear,359
3643616168918,1.25,small,linear,2000
3643616168918,1.25,big,linear,360
3643616168918,1.25,big,nonLinear,280
3643616168918,1.25,small,linear,2000
3643616168918,1.5,medium,linear,720
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.25,small,nonLinear,426
3643616168918,1.5,big,linear,346
3643616168918,1.25,medium,linear,386
3643616168918,1.5,big,linear,253
3643616168918,1.25,medium,linear,333
3643616168918,1.25,big,nonLinear,386
3643616168918,1.25,big,nonLinear,319
3643616168918,1.25,medium,nonLinear,2000
3643616168918,1.25,big,nonLinear,413
3643616168918,1.5,big,nonLinear,332
3643616168918,1.25,medium,linear,546
3643616168918,1.5,medium,nonLinear,506
3643616168918,1.25,medium,nonLinear,506
3643616168918,1.25,small,nonLinear,2000
3643616168918,1.5,medium,nonLinear,292
3643616168918,1.25,big,linear,346
3643616168918,1.5,big,linear,373
3643616168918,1.25,big,linear,359
3643616168918,1.5,small,linear,2000
3643616168918,1.25,medium,nonLinear,346
3643616168918,1.5,big,nonLinear,2000
3643616168918,1.5,big,nonLinear,439
3643616168918,1.25,medium,linear,346
3643616168918,1.25,small,linear,413
3643616168918,1.25,medium,linear,480
3643616168918,1.25,big,linear,346
3643616168918,1.5,small,linear,386
3643616168918,1.25,small,linear,2000
3643616168918,1.5,medium,nonLinear,373
3643616168918,1.25,small,nonLinear,453
3643616168918,1.5,big,linear,346
3643616168918,1.5,big,linear,320
3643616168918,1.25,big,nonLinear,853
,,,,
,,,,
3643616976964,1.5,medium,nonLinear,2000
3643616976964,1.25,big,linear,573
3643616976964,1.5,medium,linear,372
3643616976964,1.25,small,linear,2000
3643616976964,1.25,big,linear,413
3643616976964,1.25,big,nonLinear,373
3643616976964,1.5,medium,nonLinear,373
3643616976964,1.5,big,nonLinear,359
3643616976964,1.5,big,nonLinear,280
3643616976964,1.25,medium,linear,546
3643616976964,1.25,medium,linear,333
3643616976964,1.5,small,nonLinear,346
3643616976964,1.25,small,nonLinear,93
3643616976964,1.5,medium,nonLinear,493
3643616976964,1.5,medium,nonLinear,2000
3643616976964,1.25,small,linear,466
3643616976964,1.5,big,linear,2000
3643616976964,1.25,big,linear,373
3643616976964,1.25,medium,linear,333
3643616976964,1.25,small,linear,2000
